,relationflareF,VarName2,VarName3,VarName4,VarName5,VarName6,VarName7,VarName8,VarName9,VarName10,VarName11,VarName12
533,6,3,1,2,1,2,2,1,0,0,0,1
534,5,2,1,2,1,2,2,1,0,0,0,1
535,2,1,2,3,1,2,2,1,0,0,0,1
536,6,3,1,2,1,1,2,1,0,0,0,1
537,2,3,1,3,1,2,2,1,0,0,0,1
538,6,3,1,3,1,1,2,1,0,0,0,1
539,4,2,1,2,1,2,2,1,1,0,0,0
540,5,4,1,1,1,2,2,1,0,0,0,1
541,1,2,1,3,1,2,2,1,1,0,0,1
542,3,2,2,3,1,2,2,2,1,0,0,1
543,6,3,1,3,1,1,2,1,0,0,0,1
544,1,2,1,2,1,2,2,1,1,0,0,1
545,2,3,2,2,1,2,2,1,1,0,0,1
546,5,4,1,2,1,2,1,1,0,0,0,1
547,4,4,1,2,1,1,2,1,0,0,0,1
548,6,3,1,1,1,2,2,1,0,0,0,1
549,5,2,2,2,1,2,2,1,1,0,0,1
550,3,2,2,2,1,2,2,1,2,0,0,1
551,2,3,1,3,1,2,2,1,0,0,0,0
552,4,3,1,3,1,1,2,1,0,0,0,1
553,5,3,1,3,1,2,2,1,0,0,0,1
554,4,4,1,1,1,2,2,1,0,0,0,1
555,6,2,1,1,1,2,2,1,0,0,0,1
556,3,2,1,2,1,2,2,1,4,0,0,0
557,4,3,1,2,1,1,2,1,0,0,0,1
558,5,4,1,3,1,2,2,1,0,0,0,1
559,6,3,1,3,1,1,2,1,0,0,0,1
560,5,4,1,3,1,1,1,1,0,0,0,1
561,4,4,1,3,1,2,2,1,0,0,0,1
562,1,2,2,3,1,2,2,2,1,1,0,0
563,2,2,1,3,1,2,2,1,1,1,0,1
564,5,4,1,2,1,2,2,1,0,0,0,1
565,4,4,1,2,1,1,2,1,0,0,0,1
566,5,4,1,3,1,1,1,1,0,0,0,1
567,1,2,2,3,1,2,2,1,0,0,0,0
568,2,2,1,3,1,2,2,1,3,0,0,1
569,5,4,1,3,1,2,2,1,0,0,0,1
570,4,4,1,3,1,1,2,1,0,0,0,1
571,6,3,1,3,1,1,2,1,0,0,0,1
572,2,3,2,2,2,2,2,1,0,0,0,1
573,5,4,1,2,1,2,2,1,0,0,0,1
574,5,2,1,3,1,1,2,1,0,0,0,1
575,1,2,1,2,1,2,2,1,1,0,0,0
576,4,4,1,3,1,1,2,1,0,0,0,1
577,1,2,1,2,1,2,2,1,0,0,0,0
578,1,3,1,2,1,2,2,1,1,0,0,1
579,5,4,1,3,1,2,2,1,0,0,0,1
580,5,2,1,3,1,2,2,1,0,0,0,1
581,4,3,1,2,1,1,2,1,0,0,0,1
582,6,3,1,3,1,1,2,1,0,0,0,1
583,1,2,2,2,1,2,2,1,1,0,0,0
584,5,4,1,3,1,2,2,1,0,0,0,1
585,6,3,1,2,1,1,2,1,0,0,0,1
586,6,3,1,2,1,1,2,1,0,0,0,1
587,5,3,1,1,1,2,2,1,0,0,0,1
588,1,2,1,3,1,2,2,1,0,0,0,1
589,4,4,1,3,1,1,2,1,0,0,0,1
590,4,3,1,3,1,1,2,1,0,0,0,1
591,6,3,1,3,1,1,2,1,0,0,0,1
592,5,4,1,2,1,2,1,1,0,0,0,1
593,4,4,2,2,1,2,2,1,0,0,0,1
594,5,3,1,3,1,1,2,1,0,0,0,1
595,1,2,1,3,1,2,2,1,0,0,0,1
596,4,4,1,2,1,1,2,1,0,0,0,1
597,6,3,1,2,1,1,2,1,0,0,0,1
598,4,3,1,2,1,1,2,1,0,0,0,1
599,5,4,1,2,1,2,1,1,0,0,0,1
600,5,4,1,2,1,1,1,1,0,0,0,1
601,1,4,1,2,1,1,2,1,0,0,0,1
602,6,3,1,3,1,1,2,1,0,0,0,1
603,6,2,1,3,1,1,2,1,0,0,0,1
604,6,3,1,3,1,1,2,1,0,0,0,1
605,5,4,1,3,1,2,1,1,0,0,0,1
606,5,3,1,3,1,1,2,1,0,0,0,1
607,1,4,1,3,1,1,2,1,0,0,0,1
608,1,3,1,3,1,2,2,1,0,0,0,1
609,6,3,1,3,1,1,2,1,0,0,0,1
610,5,4,1,2,1,2,1,1,0,0,0,1
611,4,3,1,2,1,1,2,1,0,0,0,1
612,1,3,1,2,1,2,2,1,0,0,0,1
613,4,3,1,3,1,1,2,1,0,0,0,1
614,5,4,1,2,1,2,1,1,0,0,0,1
615,4,4,1,1,1,1,2,1,1,0,0,1
616,5,4,1,1,1,1,2,1,0,0,0,1
617,5,2,1,3,1,1,2,1,1,0,0,1
618,1,4,1,3,1,2,1,1,0,0,0,1
619,6,2,1,2,1,1,2,1,0,0,0,1
620,5,4,1,2,1,1,2,1,0,0,0,1
621,5,3,1,2,1,1,2,1,0,0,0,1
622,1,3,1,3,1,2,2,1,0,0,0,1
623,6,3,2,2,1,1,2,1,0,0,0,1
624,5,4,1,2,1,1,2,1,0,0,0,1
625,4,4,1,2,1,1,2,1,0,0,0,1
626,4,3,1,3,1,1,2,1,0,0,0,1
627,5,3,2,2,1,1,2,1,0,0,0,1
628,6,3,1,1,1,1,2,1,0,0,0,1
629,5,4,1,2,1,1,2,1,0,0,0,1
630,6,3,1,3,1,1,2,1,0,0,0,1
631,4,4,1,2,1,1,2,1,0,0,0,1
632,4,3,1,2,1,1,2,1,0,0,0,1
633,1,4,1,2,1,2,2,1,0,0,0,1
634,2,4,1,3,1,1,2,1,0,0,0,1
635,6,3,1,1,1,1,2,1,0,0,0,1
636,4,4,1,1,1,1,2,1,0,0,0,1
637,5,4,1,2,1,1,2,1,1,0,0,1
638,4,3,1,3,1,1,2,1,0,0,0,1
639,2,4,1,2,1,1,2,1,0,0,0,1
640,6,3,1,3,1,1,2,1,0,0,0,1
641,5,4,1,2,1,1,2,1,1,0,0,1
642,4,3,1,2,1,1,2,1,0,0,0,1
643,6,3,1,1,1,2,2,1,0,0,0,1
644,5,4,1,2,1,1,2,1,0,0,0,1
645,5,3,2,2,1,1,2,1,0,0,0,1
646,6,3,1,3,1,1,2,1,1,0,0,1
647,5,3,1,2,1,1,2,1,0,0,0,1
648,5,4,1,3,1,1,2,1,0,0,0,1
649,5,3,2,3,1,1,2,1,0,0,0,1
650,6,3,2,3,1,1,2,1,0,0,0,1
651,5,3,1,3,1,1,2,1,0,0,0,1
652,6,3,1,2,1,1,2,1,0,0,0,1
653,1,4,1,3,1,1,1,1,0,0,0,1
654,1,4,1,3,1,1,1,1,0,0,0,1
655,1,4,1,2,1,1,1,1,0,0,0,1
656,1,4,1,2,1,1,1,1,0,0,0,1
657,5,4,1,2,1,1,2,1,0,0,0,1
658,4,3,1,2,1,1,2,1,1,0,0,1
659,1,2,1,3,1,1,2,1,0,1,0,1
660,1,3,1,3,1,1,2,1,0,0,0,1
661,5,4,1,2,1,1,1,1,0,0,0,1
662,5,4,1,2,1,1,1,1,0,0,0,1
663,5,3,1,3,1,1,2,1,0,0,0,1
664,5,4,1,2,1,1,1,1,0,0,0,1
665,5,4,1,3,1,1,2,1,0,0,0,1
666,1,2,1,3,1,2,2,1,3,0,0,1
667,5,4,1,2,1,1,2,1,0,0,0,1
668,4,3,1,3,1,1,2,1,0,0,0,1
669,1,2,1,3,1,2,2,1,0,1,0,1
670,1,3,1,3,1,1,2,1,0,0,0,1
671,5,4,1,2,1,1,1,1,0,0,0,1
672,5,4,1,2,1,1,1,1,0,0,0,1
673,5,4,1,2,1,1,2,1,0,0,0,1
674,5,4,1,3,1,1,1,1,2,0,0,1
675,2,3,1,3,1,2,2,1,0,0,0,1
676,5,4,1,2,1,1,2,1,0,0,0,1
677,5,3,2,2,2,2,2,1,1,1,0,1
678,5,4,1,3,1,1,1,1,0,0,0,1
679,5,4,1,3,1,1,1,1,0,0,0,1
680,5,3,1,3,1,1,2,1,3,0,0,1
681,1,2,1,3,1,1,2,1,0,0,0,0
682,5,3,1,2,1,2,2,1,0,0,0,1
683,5,4,1,2,1,1,2,1,0,0,0,1
684,4,3,1,2,1,1,2,1,0,0,0,1
685,5,4,1,1,1,1,2,1,0,0,0,1
686,5,3,1,1,1,1,2,1,0,0,0,1
687,5,3,1,3,1,1,2,1,0,0,0,1
688,4,3,1,2,1,1,2,1,0,0,0,1
689,5,4,1,1,2,2,2,1,0,0,0,1
690,5,3,1,3,1,1,2,1,0,0,0,1
691,3,2,2,3,1,2,2,1,2,0,0,1
692,1,2,1,3,1,2,2,1,3,0,0,1
693,5,4,1,2,1,2,1,1,0,0,0,1
694,4,3,1,3,1,1,2,1,0,0,0,1
695,5,4,1,3,1,1,2,1,0,0,0,1
696,4,3,1,2,1,1,2,1,0,0,0,1
697,5,4,1,3,1,2,2,1,0,0,0,1
698,5,3,1,2,1,1,2,1,0,0,0,1
699,5,3,1,2,1,1,2,1,0,0,0,1
700,3,2,2,3,1,2,2,1,0,0,0,1
701,1,2,1,2,1,2,2,1,0,0,0,1
702,5,4,1,3,1,2,1,1,0,0,0,1
703,4,3,1,3,1,1,2,1,0,0,0,1
704,6,3,1,3,1,1,2,1,0,0,0,1
705,5,4,1,2,1,1,2,1,0,0,0,1
706,4,4,1,1,1,1,2,1,0,0,0,1
707,5,4,1,2,1,2,2,1,0,0,0,1
708,5,4,1,1,1,1,2,1,0,0,0,1
709,5,4,1,2,1,1,2,1,0,0,0,1
710,5,2,2,3,1,2,2,1,0,0,0,1
711,5,4,1,2,1,2,1,1,0,0,0,1
712,4,3,1,2,1,1,2,1,0,0,0,1
713,4,3,1,3,1,1,2,1,0,0,0,1
714,5,4,1,2,1,2,2,1,0,0,0,1
715,5,4,1,1,1,1,2,1,0,0,0,1
716,5,3,1,2,1,2,2,1,3,0,0,1
717,5,3,1,2,1,2,2,1,0,0,0,1
718,5,4,1,2,1,2,1,1,0,0,0,1
719,5,3,1,3,1,1,2,1,0,0,0,1
720,6,3,1,3,1,1,2,1,0,0,0,1
721,5,4,1,2,1,1,2,1,0,0,0,1
722,5,4,1,2,1,1,2,1,0,0,0,1
723,3,2,2,2,1,2,2,1,3,0,0,1
724,5,3,1,2,1,2,2,1,0,0,0,1
725,6,3,1,3,1,1,2,1,0,0,0,1
726,1,2,1,3,1,1,2,1,1,0,0,1
727,4,3,1,3,1,1,2,1,0,0,0,1
728,5,4,1,2,1,2,2,1,0,0,0,1
729,5,4,1,2,1,1,2,1,0,0,0,1
730,5,4,1,3,1,1,2,1,0,0,0,1
731,3,2,2,2,1,2,2,1,0,0,0,1
732,5,3,1,2,1,2,2,1,0,0,0,1
733,6,3,1,1,1,1,2,1,0,0,0,1
734,1,2,1,3,1,2,2,1,0,0,0,1
735,5,3,1,2,1,1,2,1,0,0,0,1
736,5,4,1,2,1,1,2,1,0,0,0,1
737,1,3,1,2,1,2,2,1,0,1,0,1
738,5,3,1,1,1,2,2,1,0,0,0,1
739,1,2,1,3,1,1,2,1,0,0,0,1
740,1,2,1,3,1,1,2,1,0,0,0,1
741,5,2,1,3,1,1,2,1,0,0,0,1
742,5,2,1,3,1,1,2,1,0,0,0,1
743,5,4,1,2,1,1,2,1,0,0,0,1
744,1,3,2,2,3,2,2,1,0,0,0,1
745,5,4,1,2,1,2,1,1,0,0,0,1
746,4,4,1,3,1,1,2,1,0,0,0,1
747,1,2,1,2,1,2,2,1,0,0,0,1
748,3,2,1,3,1,2,2,1,1,0,0,1
749,1,3,1,3,1,2,2,1,0,0,0,1
750,3,2,1,3,1,2,2,1,0,0,0,1
751,5,4,1,3,1,1,1,1,0,0,0,1
752,1,3,1,2,1,2,2,1,0,0,0,1
753,5,3,1,2,1,2,2,1,0,0,0,1
754,5,4,1,3,1,2,1,1,0,0,0,1
755,3,2,2,2,1,2,2,1,0,0,0,1
756,6,3,1,2,1,2,2,1,0,0,0,1
757,3,2,1,2,1,2,2,1,1,0,0,1
758,4,4,1,3,1,1,2,1,1,0,0,1
759,5,4,1,3,1,1,1,1,0,0,0,1
760,5,4,1,1,1,2,2,1,0,0,0,1
761,3,1,1,2,1,2,2,2,0,1,1,0
762,3,1,2,3,1,2,2,2,0,0,0,1
763,1,2,1,3,1,1,2,1,0,2,0,1
764,4,3,1,3,1,1,2,1,0,0,0,1
765,4,4,1,2,1,1,2,1,0,0,0,1
766,6,3,1,3,1,1,2,1,0,0,0,1
767,1,2,1,2,1,2,2,1,1,0,0,1
768,3,1,2,2,3,2,2,2,0,0,0,1
769,3,1,1,3,1,2,2,2,0,0,0,0
770,5,2,1,2,1,1,2,1,0,0,0,1
771,5,4,1,3,1,1,2,1,0,0,0,1
772,5,3,1,3,1,1,2,1,0,0,0,1
773,5,4,1,2,1,1,1,1,0,0,0,1
774,5,4,1,2,1,2,1,1,0,0,0,1
775,5,3,1,1,1,2,2,1,0,0,0,1
776,3,1,2,3,3,2,2,2,1,0,1,1
777,3,2,1,2,1,2,2,2,0,0,0,0
778,4,2,1,2,1,1,2,1,0,0,0,1
779,5,3,1,3,1,1,2,1,0,0,0,1
780,4,3,1,3,1,1,2,1,0,0,0,1
781,5,4,1,3,1,1,1,1,0,0,0,1
782,4,3,1,2,1,1,2,1,0,0,0,1
783,5,4,1,2,1,2,1,1,0,0,0,1
784,5,4,2,2,1,2,2,1,0,0,0,1
785,3,1,2,2,3,2,2,2,2,2,0,1
786,3,2,1,3,1,2,2,2,1,0,0,1
787,3,1,2,2,3,2,2,2,0,0,0,1
788,1,2,1,3,1,2,2,1,0,0,0,1
789,5,4,1,2,1,1,1,1,0,0,0,1
790,4,3,1,3,1,1,2,1,0,0,0,1
791,3,1,2,2,2,2,2,2,4,0,0,1
792,5,4,1,2,1,1,2,1,0,0,0,1
793,1,3,2,2,1,2,2,1,0,0,0,1
794,4,2,1,3,1,2,2,1,0,0,0,1
795,5,4,1,2,1,1,1,1,0,0,0,1
796,4,4,1,3,1,1,2,1,0,0,0,1
797,5,3,1,3,1,1,2,1,0,0,0,1
798,4,4,1,2,1,1,1,1,0,0,0,1
799,3,1,2,2,2,2,2,2,0,0,0,1
800,5,2,2,2,1,2,2,1,2,0,0,0
801,5,4,1,3,1,1,2,1,0,0,0,1
802,5,3,1,3,1,2,2,1,0,0,0,1
803,1,2,1,2,1,2,2,1,0,0,0,1
804,1,4,1,3,1,1,1,1,0,0,0,1
805,5,3,1,2,1,1,2,1,0,0,0,1
806,5,4,1,2,1,1,1,1,0,0,0,1
807,5,3,1,3,1,1,2,1,0,0,0,1
808,3,1,2,3,1,2,2,2,2,1,0,1
809,1,2,2,2,1,2,2,1,0,0,0,0
810,5,3,1,2,1,2,2,1,0,0,0,1
811,1,4,1,2,1,1,1,1,0,0,0,1
812,6,3,1,3,1,1,2,1,0,0,0,1
813,5,4,1,3,1,1,1,1,0,0,0,1
814,1,3,1,3,1,1,2,1,0,0,0,1
815,2,3,1,3,1,2,2,1,0,0,0,1
816,3,1,2,2,1,2,2,1,0,0,0,1
817,1,2,1,2,1,2,2,1,0,0,0,0
818,5,3,1,2,1,2,2,1,0,0,0,1
819,1,2,1,1,1,2,2,1,1,1,0,1
820,1,4,1,2,1,1,1,1,0,0,0,1
821,5,4,1,2,1,1,1,1,0,0,0,1
822,1,3,1,2,1,1,2,1,0,0,0,1
823,2,3,1,3,1,2,2,1,0,0,0,1
824,5,3,1,3,1,1,2,1,0,0,0,1
825,5,4,1,1,1,2,2,1,0,0,0,1
826,5,4,1,3,1,1,1,1,0,0,0,1
827,4,3,1,3,1,1,2,1,0,0,0,1
828,1,2,2,3,2,1,2,1,0,0,0,1
829,5,4,1,2,1,1,1,1,0,0,0,1
830,4,3,1,3,1,1,2,1,1,0,0,1
831,4,3,1,2,1,1,2,1,0,0,0,1
832,2,3,1,2,1,2,2,1,0,0,0,1
833,5,3,1,2,1,1,2,1,0,0,0,1
834,1,2,1,2,1,2,2,1,0,0,0,1
835,5,4,1,2,1,1,1,1,1,0,0,1
836,5,3,1,3,1,1,2,1,0,0,0,1
837,5,4,1,2,1,1,2,1,0,0,0,1
838,6,3,1,1,1,1,2,1,0,0,0,1
839,1,3,1,2,1,2,2,1,4,1,0,1
840,5,4,1,3,1,1,1,1,1,0,0,1
841,2,3,1,3,1,2,2,1,0,0,0,1
842,1,2,2,2,1,2,2,1,0,0,0,1
843,5,3,1,3,1,1,2,1,0,0,0,1
844,5,4,1,1,1,1,1,1,0,0,0,1
845,5,4,1,2,1,1,2,1,0,0,0,1
846,5,4,1,2,2,2,2,1,0,0,0,1
847,5,4,2,2,1,1,2,1,0,0,0,1
848,5,4,1,2,1,1,1,1,0,0,0,1
849,5,4,2,2,1,1,2,1,0,0,0,1
850,5,3,1,2,1,2,2,1,0,0,0,1
851,4,4,1,2,1,1,2,1,0,0,0,1
852,6,3,1,1,1,1,2,1,0,0,0,1
853,1,3,1,2,1,1,2,1,1,0,0,1
854,6,2,1,2,1,1,2,1,0,0,0,1
855,5,4,1,3,1,1,2,1,0,0,0,1
856,6,3,1,3,1,1,2,1,0,0,0,1
857,1,2,2,3,1,1,2,1,2,0,0,1
858,6,3,1,3,1,1,2,1,0,0,0,1
859,1,2,2,2,1,1,2,1,8,0,0,1
860,4,4,1,2,1,1,2,1,0,0,0,1
861,4,3,1,2,1,1,2,1,0,0,0,1
862,4,3,1,3,1,1,2,1,0,0,0,1
863,1,3,1,3,1,1,2,1,1,0,0,1
864,6,3,1,3,1,1,2,1,0,0,0,1
865,1,2,1,3,1,2,2,1,0,0,0,1
866,4,3,1,3,1,1,2,1,0,0,0,1
867,5,3,1,2,1,1,2,1,3,0,0,1
868,5,3,1,2,1,2,2,1,0,0,0,1
869,1,2,1,2,1,2,2,2,1,0,0,0
870,1,4,1,2,1,2,2,1,0,0,0,1
871,5,3,2,3,1,2,2,1,0,0,0,1
872,5,4,1,2,1,1,1,1,0,0,0,1
873,1,2,1,2,1,2,2,1,1,0,0,1
874,5,3,2,2,1,1,2,1,1,0,0,1
875,4,3,1,3,1,1,2,1,0,0,0,1
876,5,2,1,2,1,2,2,1,0,0,0,1
877,5,3,2,3,1,1,2,1,0,0,0,1
878,6,3,1,3,1,1,2,1,0,0,0,1
879,5,3,1,2,1,2,2,1,0,0,0,1
880,5,3,1,3,1,1,2,1,0,0,0,1
881,2,3,1,3,1,1,2,1,0,0,0,1
882,6,3,1,1,1,1,2,1,0,0,0,1
883,5,3,1,2,1,1,2,1,2,0,0,1
884,5,4,2,2,1,1,1,1,0,0,0,1
885,3,1,1,3,1,2,2,1,0,1,0,1
886,4,4,1,1,1,2,2,1,0,0,0,1
887,5,4,1,2,1,1,1,1,0,0,0,1
888,5,4,1,3,1,1,1,1,0,0,0,1
889,5,3,2,2,1,1,2,1,0,0,0,1
890,5,4,1,3,1,1,2,1,1,0,0,1
891,5,4,1,2,1,1,2,1,0,0,0,1
892,3,1,2,3,1,2,2,2,0,0,0,0
893,4,2,1,3,1,1,2,1,0,0,0,1
894,4,2,1,3,1,1,2,1,0,0,0,1
895,4,3,1,3,1,1,2,1,0,0,0,1
896,1,2,1,3,1,1,2,1,0,1,0,1
897,5,3,1,3,1,1,2,1,1,0,0,1
898,5,4,2,2,1,1,2,1,0,0,0,1
899,4,2,1,3,1,1,2,1,1,0,0,1
900,5,2,2,2,1,2,2,1,0,0,0,1
901,1,2,2,2,1,2,2,1,1,0,1,0
902,4,3,1,3,1,1,2,1,0,0,0,1
903,4,1,1,3,1,2,2,1,1,0,0,1
904,5,4,1,1,1,2,2,1,0,0,0,1
905,4,3,1,2,1,1,2,1,0,0,0,1
906,6,2,1,3,1,1,2,1,0,0,0,1
907,5,4,1,1,1,1,2,1,0,0,0,1
908,4,3,1,3,1,1,2,1,0,0,0,1
909,5,3,1,2,1,2,2,1,0,0,0,1
910,6,3,2,1,1,2,2,1,0,0,0,1
911,6,3,1,2,1,1,2,1,0,0,0,1
912,4,3,1,1,1,1,2,1,0,0,0,1
913,5,4,1,3,1,1,2,1,0,0,0,1
914,4,4,1,3,1,1,2,1,0,0,0,1
915,4,3,1,2,1,2,2,1,0,0,0,1
916,1,2,2,2,1,2,2,1,0,0,0,1
917,1,3,1,2,1,2,2,1,0,0,0,1
918,6,3,1,3,1,1,2,1,0,0,0,1
919,5,4,1,2,1,2,2,1,0,0,0,1
920,1,2,2,3,3,2,2,1,2,0,0,1
921,1,4,1,2,1,2,2,1,0,0,0,1
922,6,3,1,3,1,1,2,1,0,0,0,1
923,1,2,2,2,1,2,2,1,0,1,0,1
924,4,4,1,2,1,1,2,1,0,0,0,1
925,4,4,1,2,1,1,2,1,0,0,0,1
926,6,3,1,3,1,1,2,1,0,0,0,1
927,6,3,1,3,1,1,2,1,0,0,0,1
928,5,4,1,2,1,1,1,1,0,0,0,1
929,6,3,1,3,1,1,2,1,0,0,0,1
930,5,3,1,3,1,1,2,1,1,0,0,1
931,4,3,1,3,1,1,2,1,0,0,0,1
932,6,3,1,3,1,1,2,1,0,0,0,1
933,4,3,1,2,1,1,2,1,1,0,0,1
934,1,1,2,3,1,2,2,1,0,0,0,1
935,1,3,1,3,1,1,2,1,0,0,0,1
936,5,4,1,3,1,1,2,1,0,0,0,1
937,1,3,1,1,1,2,2,1,0,0,0,1
938,4,3,2,2,1,1,2,1,0,0,0,1
939,5,4,1,3,1,1,2,1,0,0,0,1
940,4,2,1,3,1,2,2,1,0,0,0,1
941,1,4,1,2,1,1,1,1,0,0,0,1
942,1,2,2,3,1,2,2,1,2,0,0,1
943,2,4,1,3,1,2,1,1,0,0,0,1
944,1,2,1,2,1,1,2,1,0,0,0,1
945,6,3,1,3,1,1,2,1,0,0,0,1
946,5,4,1,2,1,1,2,1,0,0,0,1
947,1,2,2,2,1,2,2,1,3,0,0,1
948,5,4,1,3,1,1,1,1,0,0,0,1
949,4,3,1,3,1,1,2,1,0,0,0,1
950,1,1,2,2,1,2,2,1,0,0,0,1
951,1,3,1,3,1,2,2,1,0,0,0,1
952,4,2,2,3,1,2,2,1,1,0,0,1
953,5,4,1,2,1,2,1,1,0,0,0,1
954,1,2,2,2,1,2,2,1,3,0,0,0
955,4,3,1,2,1,2,2,1,0,0,0,1
956,1,2,2,3,3,2,2,1,1,0,0,1
957,1,2,1,2,1,2,2,1,0,0,0,1
958,5,4,1,2,1,2,1,1,0,0,0,1
959,4,3,1,3,1,1,2,1,0,0,0,1
960,4,3,1,2,1,2,2,1,0,0,0,1
961,5,4,2,2,1,1,1,1,1,0,0,1
962,1,2,2,3,1,2,2,1,0,0,0,1
963,4,3,1,1,1,2,2,1,0,0,0,1
964,5,4,1,2,1,1,2,1,0,0,0,1
965,5,4,1,2,1,2,1,1,0,0,0,1
966,1,2,1,2,1,2,2,1,0,0,0,1
967,4,4,1,2,1,2,1,1,0,0,0,1
968,5,3,1,3,1,1,2,1,0,0,0,1
969,1,3,1,3,1,2,2,1,0,0,0,1
970,1,2,1,3,1,2,2,1,1,0,0,1
971,5,4,1,3,1,1,2,1,0,0,0,1
972,5,3,2,2,1,1,2,1,0,0,0,0
973,5,3,2,2,3,2,2,1,0,0,0,1
974,4,2,1,3,1,1,2,1,0,0,0,1
975,5,2,1,3,1,1,2,1,0,0,0,1
976,4,3,1,2,1,2,2,1,0,0,0,1
977,5,3,1,2,1,1,2,1,0,0,0,1
978,1,2,1,2,1,1,2,1,0,0,0,1
979,5,3,1,3,1,1,2,1,6,0,0,1
980,5,4,1,1,1,1,2,1,0,0,0,1
981,1,4,1,1,1,2,2,1,0,0,0,1
982,4,4,1,2,1,1,2,1,0,0,0,1
983,4,4,1,3,1,2,2,1,0,0,0,1
984,2,3,1,2,1,2,2,1,1,0,0,0
985,4,4,1,2,1,1,2,1,0,0,0,1
986,6,3,1,2,1,2,2,1,0,0,0,1
987,3,2,1,2,1,2,2,1,1,0,0,0
988,6,2,1,3,1,1,2,1,0,0,0,1
989,2,2,2,3,1,2,2,1,0,0,0,1
990,4,4,1,2,1,1,2,1,0,0,0,1
991,4,4,1,3,1,2,2,1,0,0,0,1
992,5,4,1,3,1,1,1,1,0,0,0,1
993,1,2,2,2,3,2,2,1,0,0,0,0
994,4,4,1,2,1,1,2,1,0,0,0,1
995,2,3,2,2,1,2,2,1,1,0,0,1
996,5,4,1,3,1,2,2,1,0,0,0,1
997,5,2,1,3,1,1,2,1,0,0,0,1
998,1,3,1,3,1,2,2,1,0,0,0,1
999,6,3,1,3,1,1,2,1,0,0,0,1
1000,6,2,1,3,1,1,2,1,0,0,0,1
1001,6,2,1,3,1,1,2,1,0,0,0,1
1002,1,3,1,2,1,2,2,1,0,0,0,1
1003,4,3,1,3,1,1,2,1,0,0,0,1
1004,5,4,1,3,1,1,2,1,0,0,0,1
1005,6,3,2,2,1,2,2,1,2,0,0,1
1006,6,3,1,3,1,1,2,1,0,0,0,1
1007,1,4,1,2,1,2,2,1,0,0,0,1
1008,1,4,1,3,1,2,2,1,0,0,0,1
1009,6,3,1,2,1,2,2,1,0,0,0,1
1010,5,4,1,3,1,1,1,1,0,0,0,1
1011,5,4,1,3,1,1,2,1,0,0,0,1
1012,1,2,1,3,1,2,2,1,2,0,0,1
1013,6,3,1,3,1,1,2,1,0,0,0,1
1014,4,3,2,2,1,1,2,1,0,0,0,1
1015,4,3,1,2,1,1,2,1,0,0,0,1
1016,5,3,2,2,3,2,2,1,0,0,0,1
1017,1,2,2,3,1,1,2,1,3,0,0,1
1018,1,3,1,3,1,2,2,1,0,0,0,1
1019,5,4,1,2,1,2,1,1,0,0,0,1
1020,5,4,1,2,1,1,2,1,0,0,0,1
1021,5,3,1,3,1,1,2,1,0,0,0,1
1022,6,3,1,2,1,1,2,1,1,0,0,1
1023,1,2,2,2,1,2,2,1,1,0,0,1
1024,5,3,1,3,1,1,2,1,2,2,0,1
1025,5,4,1,2,1,1,2,1,0,0,0,1
1026,5,3,2,3,3,1,2,1,0,0,0,1
1027,5,4,1,3,1,2,2,1,0,0,0,1
1028,5,4,1,3,1,2,1,1,0,0,0,1
1029,5,3,2,2,2,1,2,1,0,0,0,1
1030,5,4,1,3,1,2,1,1,0,0,0,1
1031,4,3,1,3,1,1,2,1,0,0,0,1
1032,5,4,1,2,1,2,2,1,0,0,0,1
1033,5,4,1,3,1,2,1,1,0,0,0,1
1034,4,4,1,2,1,1,2,1,0,0,0,1
1035,1,1,2,2,1,2,2,1,0,0,0,1
1036,5,3,1,3,1,2,2,1,0,0,0,1
1037,3,2,1,3,1,2,2,2,0,0,0,1
1038,4,4,1,3,1,1,2,1,0,0,0,1
1039,3,2,1,3,1,2,2,1,1,0,0,1
1040,5,4,1,3,1,2,1,1,0,0,0,1
1041,1,2,1,2,1,2,2,1,0,0,0,1
1042,5,4,1,2,1,2,1,1,0,0,0,1
1043,3,1,2,3,1,2,2,2,1,3,2,1
1044,1,2,1,3,1,1,2,1,0,0,0,1
1045,6,3,1,3,1,1,2,1,0,0,0,1
1046,3,1,2,3,3,2,2,2,0,5,1,1
1047,1,3,1,3,1,2,2,1,1,0,0,1
1048,5,3,1,2,1,1,2,1,0,0,0,1
1049,4,2,1,3,1,1,2,1,0,0,0,1
1050,5,4,1,3,1,2,2,1,0,0,0,1
1051,1,2,1,2,1,2,2,1,3,0,0,1
1052,5,2,1,3,1,1,2,1,1,0,0,1
1053,5,4,1,2,1,2,1,1,0,0,0,1
1054,1,2,1,2,1,2,2,1,0,0,0,1
1055,5,3,1,3,1,1,2,1,2,1,0,1
1056,5,2,1,3,1,2,2,1,0,0,0,0
1057,6,2,1,2,1,1,2,1,0,0,0,1
1058,2,3,1,2,1,2,2,1,0,0,0,1
1059,5,3,1,3,1,2,2,1,0,0,0,1
1060,5,4,1,3,1,1,1,1,0,0,0,1
1061,5,4,1,2,1,1,2,1,0,0,0,1
1062,5,4,1,2,1,1,2,1,1,0,0,1
1063,5,4,1,2,1,1,2,1,1,0,0,1
1064,5,3,1,2,1,2,2,1,0,0,0,1
1065,4,3,1,3,1,1,2,1,0,0,0,1
